Name,Tier,Num Types,Type 1,Type 2,Num Abilities,Ability 1,Ability 2,Ability 3,Has Negative Ability,HP,Attack,Defense,Special Attack,Special Defense,Speed,Base Stat Total,Next Evolution(s),Evolutionary Stage,Num Evolutionary Stages,Evolutionary Progress,Is Mega Evolution,Is Alternate Form,Num Moves,Moves,Defensive Boost Moves,Offensive Boost Moves,Max Defensive Boost Amount,Max Offensive Boost Amount,Recovery Moves,Priority STAB Attacks,Entry Hazards,Hazard Clearing Moves,Phazing Moves,Switch Attacks,High Prob Side FX Attacks,Constant Damage Attacks,Trapping Moves
Sentret,LC,1,Normal,,3,Frisk,Keen Eye,Run Away,0,35,46,34,35,45,20,215,['Furret'],1,2,0.5,0,0,89,"{'Toxic', 'Trick', 'Iron Tail', 'Detect', 'Fury Swipes', 'Dig', 'Dynamic Punch', 'Body Slam', 'Return', 'Helping Hand', 'Whirlpool', 'Baby-Doll Eyes', 'Fury Cutter', 'Focus Punch', 'Fling', 'Facade', 'Headbutt', 'Confide', 'Captivate', 'Surf', 'Retaliate', 'Work Up', 'Hidden Power', 'U-turn', 'Slam', 'Baton Pass', 'Reversal', 'Sucker Punch', 'Rollout', 'Frustration', 'Brick Break', 'Shadow Claw', 'Charge Beam', 'Scratch', 'Cut', 'Rain Dance', 'Me First', 'Power-Up Punch', 'Natural Gift', 'Flamethrower', 'Thunderbolt', 'Swagger', 'Echoed Voice', 'Solar Beam', 'Protect', 'Attract', 'Grass Knot', 'Last Resort', 'Defense Curl', 'Double-Edge', 'Assist', 'Curse', 'Thief', 'Knock Off', 'Rest', 'Mud-Slap', 'Endure', 'Fire Punch', 'Sleep Talk', 'Ice Beam', 'Slash', 'Double Team', 'Foresight', 'Hyper Voice', 'Substitute', 'Sunny Day', 'Secret Power', 'Quick Attack', 'Shock Wave', 'Tackle', 'Thunder Punch', 'Round', 'Shadow Ball', 'Super Fang', 'Mimic', 'Focus Energy', 'Aqua Tail', 'Swift', 'Follow Me', 'Uproar', 'Pursuit', 'Ice Punch', 'Hone Claws', 'Amnesia', 'Brutal Swing', 'Water Pulse', 'Covet', 'Charm', 'Snore'}",{'Amnesia'},"{'Hone Claws', 'Work Up'}",2,2,set(),set(),set(),set(),set(),{'U-turn'},"{'Body Slam', 'Headbutt', 'Iron Tail'}",set(),set()
Serperior,UU,1,Grass,,2,Contrary,Overgrow,,0,75,75,95,75,95,113,528,[],3,3,1.0,0,0,76,"{'Toxic', 'Light Screen', 'Iron Tail', 'Outrage', 'Worry Seed', 'Flash', 'Coil', 'Glare', 'Mean Look', 'Magical Leaf', 'Mega Drain', 'Frustration', 'Return', 'Aqua Tail', 'Grass Pledge', 'Mirror Coat', 'Growth', 'Seed Bomb', 'Solar Beam', 'Sweet Scent', 'Protect', 'Dragon Pulse', 'Attract', 'Grassy Terrain', 'Reflect', 'Grass Knot', 'Twister', 'Strength', 'Leer', 'Wring Out', 'Knock Off', 'Cut', 'Pursuit', 'Natural Gift', 'Calm Mind', 'Leech Seed', 'Rest', 'Giga Drain', 'Synthesis', 'Giga Impact', 'Hold Back', 'Leaf Tornado', 'Facade', 'Sleep Talk', 'Aerial Ace', 'Brutal Swing', 'Vine Whip', 'Confide', 'Double Team', 'Secret Power', 'Sunny Day', 'Hyper Beam', 'Captivate', 'Substitute', 'Safeguard', 'Tackle', 'Energy Ball', 'Swagger', 'Dragon Tail', 'Torment', 'Nature Power', 'Round', 'Frenzy Plant', 'Taunt', 'Gastro Acid', 'Snatch', 'Leaf Blade', 'Work Up', 'Hidden Power', 'Wrap', 'Snore', 'Rock Smash', 'Slam', 'Swords Dance', 'Bind', 'Leaf Storm'}","{'Calm Mind', 'Coil'}","{'Calm Mind', 'Work Up', 'Swords Dance', 'Coil'}",1,2,{'Synthesis'},set(),set(),set(),{'Dragon Tail'},set(),{'Iron Tail'},set(),{'Mean Look'}
Servine,No Tier,1,Grass,,2,Contrary,Overgrow,,0,60,60,75,60,75,83,413,['Serperior'],2,3,0.6666666666666666,0,0,66,"{'Toxic', 'Light Screen', 'Iron Tail', 'Worry Seed', 'Flash', 'Coil', 'Glare', 'Mean Look', 'Magical Leaf', 'Mega Drain', 'Frustration', 'Return', 'Aqua Tail', 'Grass Pledge', 'Mirror Coat', 'Growth', 'Seed Bomb', 'Solar Beam', 'Sweet Scent', 'Protect', 'Attract', 'Grass Knot', 'Grassy Terrain', 'Reflect', 'Twister', 'Leer', 'Wring Out', 'Knock Off', 'Cut', 'Pursuit', 'Natural Gift', 'Calm Mind', 'Leech Seed', 'Rest', 'Giga Drain', 'Synthesis', 'Leaf Tornado', 'Facade', 'Sleep Talk', 'Aerial Ace', 'Vine Whip', 'Confide', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Captivate', 'Safeguard', 'Tackle', 'Energy Ball', 'Swagger', 'Torment', 'Nature Power', 'Round', 'Taunt', 'Gastro Acid', 'Snatch', 'Leaf Blade', 'Work Up', 'Hidden Power', 'Wrap', 'Snore', 'Slam', 'Swords Dance', 'Bind', 'Leaf Storm'}","{'Calm Mind', 'Coil'}","{'Calm Mind', 'Work Up', 'Swords Dance', 'Coil'}",1,2,{'Synthesis'},set(),set(),set(),set(),set(),{'Iron Tail'},set(),{'Mean Look'}
Seviper,PU,1,Poison,,2,Infiltrator,Shed Skin,,0,73,100,60,100,60,65,458,[],1,1,1.0,0,0,79,"{'Toxic', 'Screech', 'Iron Tail', 'Dig', 'Body Slam', 'Return', 'Strength', 'Giga Drain', 'Fury Cutter', 'Facade', 'Headbutt', 'Venom Drench', 'Confide', 'Payback', 'Captivate', 'Belch', 'Retaliate', 'Bite', 'Snatch', 'Hidden Power', 'Assurance', 'Swords Dance', 'Switcheroo', 'Sucker Punch', 'Glare', 'Frustration', 'Rain Dance', 'Earthquake', 'Natural Gift', 'Flamethrower', 'Bulldoze', 'Night Slash', 'Sludge Bomb', 'Swagger', 'Taunt', 'Rock Smash', 'Bind', 'Poison Tail', 'Venoshock', 'Infestation', 'Protect', 'Attract', 'Double-Edge', 'Thief', 'Knock Off', 'Mud-Slap', 'Rest', 'Endure', 'Scary Face', 'Sleep Talk', 'Sludge Wave', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Crunch', 'Punishment', 'Round', 'Final Gambit', 'Mimic', 'Coil', 'Haze', 'Poison Jab', 'Aqua Tail', 'Swift', 'Feint', 'Stockpile', 'Poison Fang', 'Wring Out', 'Brutal Swing', 'Dark Pulse', 'Spit Up', 'Dragon Tail', 'Lick', 'Gastro Acid', 'X-Scissor', 'Wrap', 'Snore', 'Swallow'}","{'Coil', 'Stockpile'}","{'Swords Dance', 'Coil'}",2,2,set(),set(),set(),set(),{'Dragon Tail'},set(),"{'Headbutt', 'Iron Tail', 'Sludge Bomb', 'Body Slam', 'Poison Jab'}",set(),set()
Sewaddle,LC,2,Bug,Grass,3,Chlorophyll,Overcoat,Swarm,0,45,53,70,40,60,42,310,['Swadloon'],1,3,0.3333333333333333,0,0,55,"{'Baton Pass', 'Toxic', 'Light Screen', 'Screech', 'Razor Leaf', 'Magic Coat', 'Worry Seed', 'Flash', 'Silver Wind', 'Frustration', 'Return', 'Flail', 'Electroweb', 'Seed Bomb', 'Solar Beam', 'Camouflage', 'Protect', 'Attract', 'Grass Knot', 'Grassy Terrain', 'Cut', 'Signal Beam', 'Me First', 'Calm Mind', 'Rest', 'Endure', 'Giga Drain', 'Synthesis', 'Facade', 'Sleep Talk', 'Dream Eater', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Payback', 'Confide', 'Iron Defense', 'Bug Bite', 'Safeguard', 'Tackle', 'Energy Ball', 'Bug Buzz', 'Swagger', 'Struggle Bug', 'Nature Power', 'Sticky Web', 'Mind Reader', 'String Shot', 'Air Slash', 'Hidden Power', 'Razor Wind', 'Snore', 'Agility', 'Round'}","{'Iron Defense', 'Calm Mind'}","{'Agility', 'Calm Mind'}",2,2,{'Synthesis'},set(),set(),set(),set(),set(),{'Air Slash'},set(),set()
Sharpedo,RUBL,2,Dark,Water,2,Rough Skin,Speed Boost,,0,70,120,40,95,40,95,460,[],2,2,1.0,0,0,80,"{'Toxic', 'Blizzard', 'Screech', 'Return', 'Strength', 'Whirlpool', 'Scald', 'Giga Impact', 'Waterfall', 'Fury Cutter', 'Facade', 'Confide', 'Bounce', 'Captivate', 'Payback', 'Surf', 'Torment', 'Retaliate', 'Bite', 'Hidden Power', 'Assurance', 'Ice Fang', 'Frustration', 'Rain Dance', 'Earthquake', 'Natural Gift', 'Bulldoze', 'Thrash', 'Zen Headbutt', 'Take Down', 'Night Slash', 'Dive', 'Avalanche', 'Swagger', 'Snarl', 'Taunt', 'Hydro Pump', 'Rock Smash', 'Aqua Jet', 'Protect', 'Attract', 'Double-Edge', 'Thief', 'Leer', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Endure', 'Psychic Fangs', 'Scary Face', 'Sleep Talk', 'Ice Beam', 'Slash', 'Double Team', 'Secret Power', 'Substitute', 'Rage', 'Crunch', 'Roar', 'Agility', 'Round', 'Super Fang', 'Mimic', 'Hail', 'Focus Energy', 'Poison Jab', 'Swift', 'Feint', 'Poison Fang', 'Spite', 'Uproar', 'Ancient Power', 'Brine', 'Icy Wind', 'Hyper Beam', 'Dark Pulse', 'Water Pulse', 'Skull Bash', 'Destiny Bond', 'Snore'}",set(),{'Agility'},0,2,set(),{'Aqua Jet'},set(),set(),{'Roar'},set(),{'Poison Jab'},set(),set()
Sharpedo-Mega,UU,2,Water,Dark,1,Strong Jaw,,,0,70,140,70,110,65,105,560,[],2,2,1.0,1,0,80,"{'Toxic', 'Blizzard', 'Screech', 'Return', 'Strength', 'Whirlpool', 'Scald', 'Giga Impact', 'Waterfall', 'Fury Cutter', 'Facade', 'Confide', 'Bounce', 'Captivate', 'Payback', 'Surf', 'Torment', 'Retaliate', 'Bite', 'Hidden Power', 'Assurance', 'Ice Fang', 'Frustration', 'Rain Dance', 'Earthquake', 'Natural Gift', 'Bulldoze', 'Thrash', 'Zen Headbutt', 'Take Down', 'Night Slash', 'Dive', 'Avalanche', 'Swagger', 'Snarl', 'Taunt', 'Hydro Pump', 'Rock Smash', 'Aqua Jet', 'Protect', 'Attract', 'Double-Edge', 'Thief', 'Leer', 'Rock Tomb', 'Mud-Slap', 'Rest', 'Endure', 'Psychic Fangs', 'Scary Face', 'Sleep Talk', 'Ice Beam', 'Slash', 'Double Team', 'Secret Power', 'Substitute', 'Rage', 'Crunch', 'Roar', 'Agility', 'Round', 'Super Fang', 'Mimic', 'Hail', 'Focus Energy', 'Poison Jab', 'Swift', 'Feint', 'Poison Fang', 'Spite', 'Uproar', 'Ancient Power', 'Brine', 'Icy Wind', 'Hyper Beam', 'Dark Pulse', 'Water Pulse', 'Skull Bash', 'Destiny Bond', 'Snore'}",set(),{'Agility'},0,2,set(),{'Aqua Jet'},set(),set(),{'Roar'},set(),{'Poison Jab'},set(),set()
Shaymin,RU,1,Grass,,1,Natural Cure,,,0,100,100,100,100,100,100,600,['Shaymin-Sky'],1,1,1.0,0,0,54,"{'Toxic', 'Worry Seed', 'Flash', 'Sweet Kiss', 'Magical Leaf', 'Frustration', 'Return', 'Seed Bomb', 'Growth', 'Solar Beam', 'Swift', 'Sweet Scent', 'Protect', 'Grass Knot', 'Last Resort', 'Defense Curl', 'Psychic', 'Earth Power', 'Natural Gift', 'Mud-Slap', 'Leech Seed', 'Rest', 'Giga Drain', 'Synthesis', 'Endure', 'Giga Impact', 'Facade', 'Headbutt', 'Sleep Talk', 'Zen Headbutt', 'Confide', 'Double Team', 'Secret Power', 'Sunny Day', 'Hyper Beam', 'Substitute', 'Safeguard', 'Healing Wish', 'Covet', 'Energy Ball', 'Dazzling Gleam', 'Grass Whistle', 'Swagger', 'Lucky Chant', 'Aromatherapy', 'Bullet Seed', 'Seed Flare', 'Nature Power', 'Round', 'Hidden Power', 'Snore', 'Psych Up', 'Swords Dance', 'Endeavor'}",set(),{'Swords Dance'},0,2,{'Synthesis'},set(),set(),set(),set(),set(),{'Headbutt'},set(),set()
Shaymin-Sky,Uber,2,Flying,Grass,1,Serene Grace,,,0,100,103,75,120,75,127,600,[],1,1,1.0,0,1,53,"{'Toxic', 'Worry Seed', 'Ominous Wind', 'Flash', 'Sweet Kiss', 'Magical Leaf', 'Frustration', 'Return', 'Seed Bomb', 'Growth', 'Solar Beam', 'Swift', 'Sweet Scent', 'Protect', 'Grass Knot', 'Tailwind', 'Last Resort', 'Psychic', 'Mud-Slap', 'Natural Gift', 'Leech Seed', 'Rest', 'Giga Drain', 'Synthesis', 'Endure', 'Giga Impact', 'Facade', 'Headbutt', 'Sleep Talk', 'Zen Headbutt', 'Confide', 'Double Team', 'Secret Power', 'Sunny Day', 'Hyper Beam', 'Substitute', 'Quick Attack', 'Safeguard', 'Covet', 'Energy Ball', 'Dazzling Gleam', 'Air Cutter', 'Swagger', 'Bullet Seed', 'Seed Flare', 'Nature Power', 'Round', 'Air Slash', 'Hidden Power', 'Snore', 'Psych Up', 'Swords Dance', 'Leaf Storm'}",set(),{'Swords Dance'},0,2,{'Synthesis'},set(),set(),set(),set(),set(),"{'Air Slash', 'Headbutt'}",set(),set()
Shedinja,PU,2,Bug,Ghost,1,Wonder Guard,,,0,1,90,45,30,30,40,236,[],2,2,1.0,0,0,67,"{'Toxic', 'Bide', 'Metal Claw', 'Shadow Ball', 'Final Gambit', 'Trick', 'Mimic', 'Fury Swipes', 'Dig', 'Sucker Punch', 'Flash', 'Silver Wind', 'Facade', 'Frustration', 'Return', 'Sandstorm', 'Shadow Claw', 'Confuse Ray', 'Solar Beam', 'Protect', 'Double-Edge', 'Sand Attack', 'Scratch', 'Absorb', 'Thief', 'Spite', 'Cut', 'Mud-Slap', 'Rest', 'Endure', 'Natural Gift', 'Giga Drain', 'Giga Impact', 'Feint Attack', 'Leech Life', 'Fury Cutter', 'False Swipe', 'Harden', 'Nightmare', 'Sleep Talk', 'Hone Claws', 'Aerial Ace', 'Shadow Sneak', 'Dream Eater', 'Double Team', 'Phantom Force', 'Gust', 'Night Slash', 'Substitute', 'Sunny Day', 'Hyper Beam', 'Secret Power', 'Confide', 'Bug Bite', 'Bug Buzz', 'Swagger', 'Grudge', 'Will-O-Wisp', 'Struggle Bug', 'Mind Reader', 'String Shot', 'Heal Block', 'Hidden Power', 'X-Scissor', 'Snore', 'Telekinesis', 'Round'}",set(),{'Hone Claws'},0,2,set(),{'Shadow Sneak'},set(),set(),set(),set(),set(),set(),set()
Shelgon,No Tier,1,Dragon,,2,Overcoat,Rock Head,,0,65,95,100,60,50,50,420,['Salamence'],2,3,0.6666666666666666,0,0,64,"{'Toxic', 'Rock Slide', 'Outrage', 'Mimic', 'Rollout', 'Fire Blast', 'Focus Energy', 'Body Slam', 'Draco Meteor', 'Frustration', 'Return', 'Shadow Claw', 'Brick Break', 'Protect', 'Attract', 'Dragon Pulse', 'Dragon Rage', 'Defense Curl', 'Dragon Rush', 'Double-Edge', 'Twister', 'Strength', 'Dragon Dance', 'Leer', 'Rain Dance', 'Rock Tomb', 'Fire Fang', 'Cut', 'Dragon Breath', 'Mud-Slap', 'Flamethrower', 'Endure', 'Rest', 'Scary Face', 'Natural Gift', 'Fury Cutter', 'Facade', 'Headbutt', 'Sleep Talk', 'Thrash', 'Hone Claws', 'Zen Headbutt', 'Aerial Ace', 'Double Team', 'Secret Power', 'Hyper Voice', 'Substitute', 'Sunny Day', 'Captivate', 'Confide', 'Iron Defense', 'Ember', 'Rage', 'Crunch', 'Swagger', 'Dragon Claw', 'Roar', 'Incinerate', 'Bite', 'Hydro Pump', 'Hidden Power', 'Snore', 'Rock Smash', 'Round'}",{'Iron Defense'},"{'Hone Claws', 'Dragon Dance'}",2,2,set(),set(),set(),set(),{'Roar'},set(),"{'Body Slam', 'Headbutt', 'Rock Slide'}",set(),set()
Shellder,LC,1,Water,,3,Overcoat,Shell Armor,Skill Link,0,30,65,100,45,25,40,305,['Cloyster'],1,2,0.5,0,0,64,"{'Toxic', 'Bide', 'Twineedle', 'Screech', 'Blizzard', 'Bubble Beam', 'Self-Destruct', 'Mimic', 'Withdraw', 'Hail', 'Icicle Spear', 'Rock Blast', 'Shell Smash', 'Frustration', 'Return', 'Aqua Ring', 'Barrier', 'Swift', 'Protect', 'Attract', 'Reflect', 'Double-Edge', 'Clamp', 'Curse', 'Whirlpool', 'Captivate', 'Leer', 'Rain Dance', 'Rest', 'Natural Gift', 'Endure', 'Razor Shell', 'Brine', 'Supersonic', 'Ice Beam', 'Sleep Talk', 'Teleport', 'Facade', 'Confide', 'Icy Wind', 'Double Team', 'Take Down', 'Dive', 'Substitute', 'Secret Power', 'Aurora Beam', 'Mud Shot', 'Iron Defense', 'Explosion', 'Payback', 'Water Pulse', 'Avalanche', 'Tackle', 'Rage', 'Surf', 'Swagger', 'Tri Attack', 'Water Gun', 'Hydro Pump', 'Hidden Power', 'Snore', 'Ice Shard', 'Rapid Spin', 'Round'}","{'Iron Defense', 'Barrier'}",{'Shell Smash'},2,6,set(),set(),set(),{'Rapid Spin'},set(),set(),set(),set(),set()
Shellos,LC,1,Water,,3,Sand Force,Sticky Hold,Storm Drain,0,76,48,48,57,62,34,325,['Gastrodon'],1,2,0.5,0,0,58,"{'Toxic', 'Blizzard', 'Hail', 'Body Slam', 'Frustration', 'Return', 'Mirror Coat', 'Infestation', 'Protect', 'Attract', 'Stockpile', 'Muddy Water', 'Curse', 'Earth Power', 'Whirlpool', 'Mud Bomb', 'Rain Dance', 'Mud Sport', 'Scald', 'Mud-Slap', 'Rest', 'Ancient Power', 'Endure', 'Recover', 'Natural Gift', 'Mist', 'Brine', 'Harden', 'Clear Smog', 'Headbutt', 'Amnesia', 'Sleep Talk', 'Ice Beam', 'Facade', 'Icy Wind', 'Double Team', 'Dive', 'Secret Power', 'Captivate', 'Substitute', 'Counter', 'Confide', 'Water Pulse', 'Spit Up', 'Surf', 'Sludge', 'Swagger', 'Yawn', 'Trump Card', 'String Shot', 'Hidden Power', 'Fissure', 'Snore', 'Swallow', 'Pain Split', 'Memento', 'Acid Armor', 'Round'}","{'Amnesia', 'Acid Armor', 'Stockpile'}",set(),2,0,{'Recover'},set(),set(),set(),set(),set(),"{'Body Slam', 'Muddy Water', 'Headbutt'}",set(),set()
Shelmet,LC,1,Bug,,3,Hydration,Overcoat,Shell Armor,0,50,40,85,40,65,25,305,['Accelgor'],1,2,0.5,0,0,50,"{'Baton Pass', 'Bide', 'Toxic', 'Final Gambit', 'Body Slam', 'Venoshock', 'Frustration', 'Mega Drain', 'Acid', 'Return', 'Infestation', 'Protect', 'Attract', 'Feint', 'Double-Edge', 'Curse', 'Absorb', 'Rain Dance', 'Signal Beam', 'Pursuit', 'Mud-Slap', 'Encore', 'Endure', 'Rest', 'Giga Drain', 'Recover', 'Leech Life', 'Toxic Spikes', 'Facade', 'Guard Split', 'Sleep Talk', 'Confide', 'Double Team', 'Secret Power', 'Substitute', 'Sludge Bomb', 'Bug Bite', 'Energy Ball', 'Bug Buzz', 'Swagger', 'Struggle Bug', 'Yawn', 'Mind Reader', 'Gastro Acid', 'Hidden Power', 'Guard Swap', 'Spikes', 'Snore', 'Acid Armor', 'Round'}",{'Acid Armor'},set(),2,0,{'Recover'},set(),"{'Toxic Spikes', 'Spikes'}",set(),set(),set(),"{'Body Slam', 'Sludge Bomb'}",set(),set()
Shieldon,LC,2,Rock,Steel,2,Soundproof,Sturdy,,0,30,42,118,42,88,30,350,['Bastiodon'],1,2,0.5,0,0,69,"{'Toxic', 'Blizzard', 'Screech', 'Rock Slide', 'Metal Burst', 'Metal Sound', 'Iron Tail', 'Dig', 'Fire Blast', 'Heavy Slam', 'Stone Edge', 'Body Slam', 'Focus Energy', 'Rock Blast', 'Stealth Rock', 'Frustration', 'Return', 'Sandstorm', 'Rock Polish', 'Protect', 'Attract', 'Snore', 'Strength', 'Double-Edge', 'Curse', 'Earth Power', 'Rain Dance', 'Rock Tomb', 'Earthquake', 'Flash Cannon', 'Mud-Slap', 'Flamethrower', 'Endure', 'Ancient Power', 'Scary Face', 'Rest', 'Bulldoze', 'Natural Gift', 'Facade', 'Guard Split', 'Headbutt', 'Sleep Talk', 'Ice Beam', 'Thunderbolt', 'Confide', 'Double Team', 'Secret Power', 'Take Down', 'Sunny Day', 'Captivate', 'Substitute', 'Counter', 'Shock Wave', 'Iron Defense', 'Tackle', 'Swagger', 'Wide Guard', 'Torment', 'Magnet Rise', 'Thunder', 'Roar', 'Taunt', 'Incinerate', 'Hidden Power', 'Smack Down', 'Fissure', 'Iron Head', 'Rock Smash', 'Round'}",{'Iron Defense'},{'Rock Polish'},2,2,set(),set(),{'Stealth Rock'},set(),{'Roar'},set(),"{'Headbutt', 'Rock Slide', 'Iron Tail', 'Body Slam', 'Iron Head'}",set(),set()
Shiftry,PU,2,Dark,Grass,3,Chlorophyll,Early Bird,Pickpocket,0,90,100,60,90,60,80,480,[],3,3,1.0,0,0,104,"{'Toxic', 'Beat Up', 'Dig', 'Ominous Wind', 'Silver Wind', 'Low Sweep', 'Body Slam', 'Return', 'Power Swap', 'Seed Bomb', 'Strength', 'Hurricane', 'Giga Drain', 'Synthesis', 'Giga Impact', 'Fury Cutter', 'Fling', 'Facade', 'Headbutt', 'Aerial Ace', 'Confide', 'Bounce', 'Payback', 'Captivate', 'Mega Kick', 'Air Cutter', 'Torment', 'Retaliate', 'Hidden Power', 'Swords Dance', 'Leaf Storm', 'Bide', 'Pound', 'Rock Slide', 'Razor Leaf', 'Rollout', 'Sucker Punch', 'Frustration', 'Brick Break', 'Twister', 'Cut', 'Power-Up Punch', 'Natural Gift', 'Take Down', 'Energy Ball', 'Swagger', 'Bullet Seed', 'Defog', 'Snarl', 'Rock Smash', 'Worry Seed', 'Flash', 'Solar Beam', 'Protect', 'Attract', 'Grass Knot', 'Grassy Terrain', 'Defense Curl', 'Double-Edge', 'Thief', 'Knock Off', 'Rock Tomb', 'Whirlwind', 'Mud-Slap', 'Rest', 'Leech Seed', 'Endure', 'Feint Attack', 'Leaf Tornado', 'False Swipe', 'Harden', 'Sleep Talk', 'Focus Blast', 'Double Team', 'Secret Power', 'Sunny Day', 'Substitute', 'Quick Attack', 'Explosion', 'Nature Power', 'Round', 'Embargo', 'Shadow Ball', 'Self-Destruct', 'Mimic', 'Extrasensory', 'Growth', 'Swift', 'Low Kick', 'Tailwind', 'Spite', 'Amnesia', 'Brutal Swing', 'Icy Wind', 'Fake Out', 'Hyper Beam', 'Dark Pulse', 'Foul Play', 'Nasty Plot', 'Leaf Blade', 'X-Scissor', 'Razor Wind', 'Snore', 'Psych Up'}",{'Amnesia'},"{'Nasty Plot', 'Swords Dance'}",2,2,{'Synthesis'},{'Sucker Punch'},set(),{'Defog'},{'Whirlwind'},set(),"{'Body Slam', 'Headbutt', 'Rock Slide'}",set(),set()
Shiinotic,PU,2,Grass,Fairy,3,Effect Spore,Illuminate,Rain Dish,0,60,45,80,90,100,30,405,[],2,2,1.0,0,0,44,"{'Toxic', 'Light Screen', 'Poison Powder', 'Flash', 'Spore', 'Thunder Wave', 'Frustration', 'Mega Drain', 'Stun Spore', 'Return', 'Confuse Ray', 'Solar Beam', 'Growth', 'Charge Beam', 'Protect', 'Attract', 'Grass Knot', 'Astonish', 'Absorb', 'Moonblast', 'Rest', 'Leech Seed', 'Giga Drain', 'Giga Impact', 'Ingrain', 'Sleep Talk', 'Amnesia', 'Sleep Powder', 'Dream Eater', 'Double Team', 'Confide', 'Sunny Day', 'Sludge Bomb', 'Substitute', 'Strength Sap', 'Safeguard', 'Energy Ball', 'Dazzling Gleam', 'Swagger', 'Nature Power', 'Moonlight', 'Hidden Power', 'Spotlight', 'Round'}",{'Amnesia'},set(),2,0,"{'Strength Sap', 'Moonlight'}",set(),set(),set(),set(),set(),{'Sludge Bomb'},set(),set()
Shinx,LC,1,Electric,,3,Guts,Intimidate,Rivalry,0,45,65,34,40,34,45,263,['Luxio'],1,3,0.3333333333333333,0,0,60,"{'Toxic', 'Light Screen', 'Wild Charge', 'Iron Tail', 'Discharge', 'Flash', 'Thunder Wave', 'Frustration', 'Return', 'Charge', 'Thunder Fang', 'Swift', 'Helping Hand', 'Protect', 'Attract', 'Charge Beam', 'Strength', 'Thief', 'Leer', 'Baby-Doll Eyes', 'Spark', 'Fire Fang', 'Signal Beam', 'Rain Dance', 'Mud-Slap', 'Rest', 'Endure', 'Natural Gift', 'Scary Face', 'Fury Cutter', 'Facade', 'Headbutt', 'Sleep Talk', 'Thunderbolt', 'Confide', 'Double Team', 'Secret Power', 'Howl', 'Night Slash', 'Take Down', 'Captivate', 'Quick Attack', 'Shock Wave', 'Volt Switch', 'Substitute', 'Tackle', 'Crunch', 'Swagger', 'Magnet Rise', 'Thunder', 'Snarl', 'Roar', 'Eerie Impulse', 'Bite', 'Hidden Power', 'Fake Tears', 'Snore', 'Ice Fang', 'Double Kick', 'Round'}",set(),set(),0,0,set(),set(),set(),set(),{'Roar'},{'Volt Switch'},"{'Discharge', 'Headbutt', 'Iron Tail'}",set(),set()
Shroomish,LC,1,Grass,,3,Effect Spore,Poison Heal,Quick Feet,0,60,40,60,40,60,35,295,['Breloom'],1,2,0.5,0,0,53,"{'Toxic', 'Mimic', 'Poison Powder', 'Worry Seed', 'Spore', 'Flash', 'Body Slam', 'Venoshock', 'Frustration', 'Mega Drain', 'Stun Spore', 'Return', 'Seed Bomb', 'Growth', 'Solar Beam', 'Protect', 'Helping Hand', 'Attract', 'Grass Knot', 'Drain Punch', 'Wake-Up Slap', 'Double-Edge', 'Absorb', 'Natural Gift', 'Rest', 'Leech Seed', 'Endure', 'Giga Drain', 'Synthesis', 'Focus Punch', 'False Swipe', 'Facade', 'Headbutt', 'Sleep Talk', 'Confide', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Sludge Bomb', 'Captivate', 'Safeguard', 'Tackle', 'Energy Ball', 'Charm', 'Swagger', 'Bullet Seed', 'Snatch', 'Hidden Power', 'Fake Tears', 'Snore', 'Swords Dance', 'Round'}",set(),{'Swords Dance'},0,2,{'Synthesis'},set(),set(),set(),set(),set(),"{'Body Slam', 'Headbutt', 'Sludge Bomb'}",set(),set()
Shuckle,PU,2,Bug,Rock,3,Contrary,Gluttony,Sturdy,0,20,10,230,10,230,5,505,[],1,1,1.0,0,0,74,"{'Toxic', 'Bide', 'Rock Slide', 'Final Gambit', 'Power Trick', 'Rollout', 'Withdraw', 'Mimic', 'Dig', 'Stone Edge', 'Flash', 'Body Slam', 'Rock Blast', 'Shell Smash', 'Stealth Rock', 'Venoshock', 'Acid', 'Frustration', 'Sand Tomb', 'Return', 'Sandstorm', 'Rock Polish', 'Infestation', 'After You', 'Sweet Scent', 'Helping Hand', 'Protect', 'Attract', 'Defense Curl', 'Strength', 'Double-Edge', 'Curse', 'Earth Power', 'Power Split', 'Knock Off', 'Rock Tomb', 'Earthquake', 'Rest', 'Encore', 'Mud-Slap', 'Ancient Power', 'Acupressure', 'Endure', 'Bulldoze', 'Natural Gift', 'Facade', 'Guard Split', 'Headbutt', 'Sleep Talk', 'Sludge Wave', 'Confide', 'Double Team', 'Secret Power', 'Substitute', 'Sunny Day', 'Sludge Bomb', 'Captivate', 'Bug Bite', 'Safeguard', 'Swagger', 'Gyro Ball', 'Struggle Bug', 'Sticky Web', 'Rock Throw', 'Gastro Acid', 'String Shot', 'Hidden Power', 'Smack Down', 'Wrap', 'Snore', 'Rock Smash', 'Constrict', 'Bind', 'Round'}",set(),"{'Shell Smash', 'Rock Polish'}",0,6,set(),set(),{'Stealth Rock'},set(),set(),set(),"{'Body Slam', 'Headbutt', 'Rock Slide', 'Sludge Bomb'}",set(),set()
