Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s);Moves
Snorlax;['Normal'];['Gluttony', 'Immunity', 'Thick Fat'];RU;160;110;65;65;110;30;[];['Tackle', 'Defense Curl', 'Headbutt', 'Amnesia', 'Lick', 'Chip Away', 'Defense Curl', 'Belly Drum', 'Headbutt', 'Yawn', 'Chip Away', 'Body Slam', 'Rest', 'Snore', 'Rest', 'Sleep Talk', 'Giga Impact', 'Body Slam', 'Harden', "Double'Edge", 'Sleep Talk', 'Rollout', 'Block', 'Belly Drum', 'Covet', 'Rollout', 'Hyper Beam', 'Crunch', 'Heavy Slam', 'High Horsepower', 'Giga Impact', 'Last Resort', 'Recycle', 'Snatch', 'Metronome', 'Odor Sleuth', 'Recycle', 'Screech', 'Stockpile', 'Swallow', 'Fling', 'Natural Gift', 'Snatch', 'Last Resort', 'After You', 'Belch', 'Charm', 'Counter', 'Curse', "Double'Edge", 'Fissure', 'Lick', 'Natural Gift', "Power'Up Punch", 'Pursuit', 'Substitute', 'Whirlwind', "Self'Destruct", 'Zen Headbutt', 'After You', 'Block', 'Body Slam', 'Counter', 'Covet', 'Defense Curl', "Double'Edge", 'Dynamic Punch', 'Endure', 'Fire Punch', 'Flamethrower', 'Focus Punch', 'Gunk Shot', 'Headbutt', 'Hyper Voice', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Head', 'Last Resort', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', "Mud'Slap", 'Outrage', 'Psych Up', 'Recycle', 'Rock Slide', 'Rollout', 'Seed Bomb', 'Seismic Toss', "Self'Destruct", 'Shock Wave', 'Sleep Talk', 'Snore', 'Substitute', 'Superpower', 'Swagger', 'Thunder Punch', 'Thunderbolt', 'Water Pulse', 'Zen Headbutt', 'Snatch', 'Uproar', 'Work Up', 'Focus Punch', 'Water Pulse', 'Dynamic Punch', 'Headbutt', 'Curse', 'Rollout', 'Mega Punch', 'Mega Kick', 'Toxic', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Zap Cannon', 'Rock Smash', 'Psych Up', 'Hidden Power', 'Sunny Day', 'Snore', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Pay Day', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Solar Beam', 'Smack Down', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Fissure', 'Psychic', 'Mimic', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Double Team', 'Shock Wave', 'Flamethrower', 'Ice Punch', 'Swagger', 'Sleep Talk', 'Sandstorm', 'Reflect', 'Bide', 'Metronome', "Self'Destruct", 'Fire Blast', 'Defense Curl', 'Thunder Punch', 'Skull Bash', 'Rock Tomb', 'Facade', 'Secret Power', 'Rest', 'Psywave', 'Rock Slide', 'Attract', 'Round', 'Fire Punch', 'Focus Blast', 'Fling', 'Incinerate', 'Retaliate', 'Endure', 'Recycle', 'Giga Impact', 'Bulldoze', 'Captivate', 'Rock Slide', 'Work Up', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Wild Charge', 'Surf', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Surf', 'Strength', 'Whirlpool', 'Rock Smash', 'Rock Climb']
Snorunt;['Ice'];['Ice Body', 'Inner Focus', 'Moody'];LC;50;50;50;50;50;50;['Froslass', 'Glalie'];['Powder Snow', 'Leer', 'Double Team', 'Bite', 'Ice Shard', 'Icy Wind', 'Headbutt', 'Protect', 'Bite', 'Ice Fang', 'Headbutt', 'Protect', 'Frost Breath', 'Crunch', 'Ice Shard', 'Ice Beam', 'Hail', 'Blizzard', 'Hail', 'Avalanche', 'Bide', 'Block', 'Disable', 'Fake Tears', 'Hex', 'Rollout', 'Spikes', 'Switcheroo', 'Weather Ball', 'Block', 'Body Slam', "Double'Edge", 'Endure', 'Headbutt', 'Icy Wind', 'Mimic', 'Rollout', 'Sleep Talk', 'Snore', 'Spite', 'Substitute', 'Swagger', 'Water Pulse', 'Water Pulse', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Light Screen', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Return', 'Shadow Ball', 'Double Team', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Endure', 'Round', 'Flash', 'Frost Breath', 'Avalanche', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Confide']
Snover;['Grass', 'Ice'];['Snow Warning', 'Soundproof'];LC;60;62;50;62;60;40;['Abomasnow'];['Powder Snow', 'Leer', 'Razor Leaf', 'Icy Wind', 'Grass Whistle', 'Swagger', 'Mist', 'Ice Shard', 'Ingrain', 'Wood Hammer', 'Blizzard', 'Sheer Cold', 'Avalanche', 'Bullet Seed', "Double'Edge", 'Growth', 'Leech Seed', 'Magical Leaf', 'Mist', 'Natural Gift', 'Seed Bomb', 'Skull Bash', 'Stomp', 'Giga Drain', 'Headbutt', 'Ice Punch', 'Icy Wind', 'Iron Tail', "Mud'Slap", 'Role Play', 'Seed Bomb', 'Sleep Talk', 'Snore', 'Synthesis', 'Water Pulse', 'Worry Seed', 'Water Pulse', 'Toxic', 'Hail', 'Bullet Seed', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Light Screen', 'Protect', 'Rain Dance', 'Giga Drain', 'Safeguard', 'Frustration', 'Solar Beam', 'Iron Tail', 'Return', 'Shadow Ball', 'Double Team', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Endure', 'Flash', 'Avalanche', 'Swords Dance', 'Frost Breath', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Confide']
Snubbull;['Fairy'];['Intimidate', 'Rattled', 'Run Away'];LC;60;80;50;40;40;30;['Granbull'];['Ice Fang', 'Fire Fang', 'Thunder Fang', 'Tackle', 'Scary Face', 'Tail Whip', 'Charm', 'Bite', 'Lick', 'Headbutt', 'Roar', 'Rage', 'Take Down', 'Play Rough', 'Payback', 'Crunch', 'Close Combat', 'Crunch', "Double'Edge", 'Fake Tears', 'Feint Attack', 'Fire Fang', 'Focus Punch', 'Heal Bell', 'Ice Fang', 'Leer', 'Lick', 'Metronome', 'Mimic', 'Present', 'Reflect', 'Smelling Salts', 'Snore', 'Thunder Fang', 'Body Slam', 'Counter', 'Covet', 'Defense Curl', "Double'Edge", 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Headbutt', 'Heal Bell', 'Hyper Voice', 'Ice Punch', 'Last Resort', 'Low Kick', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', "Mud'Slap", 'Seismic Toss', 'Shock Wave', 'Sleep Talk', 'Snore', 'Substitute', 'Super Fang', 'Superpower', 'Swagger', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Water Pulse', 'Work Up', 'Focus Punch', 'Water Pulse', 'Dynamic Punch', 'Headbutt', 'Curse', 'Roar', 'Toxic', 'Bulk Up', 'Zap Cannon', 'Rock Smash', 'Hidden Power', 'Sunny Day', 'Snore', 'Taunt', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Solar Beam', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Dig', 'Shadow Ball', 'Brick Break', "Mud'Slap", 'Double Team', 'Shock Wave', 'Reflect', 'Ice Punch', 'Flamethrower', 'Swagger', 'Sleep Talk', 'Sludge Bomb', 'Defense Curl', 'Thunder Punch', 'Detect', 'Fire Blast', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Fire Punch', 'Overheat', 'Fling', 'Incinerate', 'Endure', 'Payback', 'Retaliate', 'Thunder Wave', 'Bulldoze', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Wild Charge', 'Secret Power', 'Rock Smash', 'Snarl', "Power'Up Punch", 'Dazzling Gleam', 'Confide', 'Strength', 'Rock Smash']
Solgaleo;['Psychic', 'Steel'];['Full Metal Body'];Uber;137;137;107;113;89;97;[];['Sunsteel Strike', 'Sunsteel Strike', 'Cosmic Power', "Wake'Up Slap", 'Teleport', 'Metal Claw', 'Iron Head', 'Metal Sound', 'Zen Headbutt', 'Flash Cannon', 'Morning Sun', 'Crunch', 'Metal Burst', 'Solar Beam', 'Noble Roar', 'Flare Blitz', 'Wide Guard', 'Giga Impact', 'Splash', 'Work Up', 'Psyshock', 'Calm Mind', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Light Screen', 'Protect', 'Safeguard', 'Frustration', 'Solar Beam', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Psychic', 'Double Team', 'Reflect', 'Flamethrower', 'Fire Blast', 'Rock Tomb', 'Facade', 'Flame Charge', 'Rest', 'Round', 'Focus Blast', 'Giga Impact', 'Stone Edge', 'Thunder Wave', 'Gyro Ball', 'Psych Up', 'Bulldoze', 'Rock Slide', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Trick Room', 'Wild Charge', 'Snarl', 'Confide']
Solosis;['Psychic'];['Magic Guard', 'Overcoat', 'Regenerator'];LC;45;30;40;105;50;20;['Duosion'];['Psywave', 'Reflect', 'Rollout', 'Snatch', 'Hidden Power', 'Light Screen', 'Charm', 'Recover', 'Psyshock', 'Endeavor', 'Future Sight', 'Pain Split', 'Psychic', 'Skill Swap', 'Heal Block', 'Wonder Room', 'Acid Armor', 'Astonish', 'Confuse Ray', 'Helping Hand', 'Imprison', 'Night Shade', 'Secret Power', 'Trick', 'After You', 'Endeavor', 'Gravity', 'Helping Hand', 'Iron Defense', 'Magic Coat', 'Pain Split', 'Role Play', 'Shock Wave', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Trick', 'Wonder Room', 'Zen Headbutt', 'Psyshock', 'Calm Mind', 'Toxic', 'Hidden Power', 'Light Screen', 'Protect', 'Rain Dance', 'Telekinesis', 'Safeguard', 'Frustration', 'Thunder', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Reflect', 'Rock Tomb', 'Facade', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Embargo', 'Explosion', 'Flash', 'Thunder Wave', 'Gyro Ball', 'Psych Up', 'Rock Slide', 'Infestation', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Trick Room', 'Secret Power', 'Confide']
Solrock;['Psychic', 'Rock'];['Levitate'];PU;90;95;85;55;65;70;[];['Flare Blitz', 'Wonder Room', 'Rock Throw', 'Tackle', 'Harden', 'Confusion', 'Rock Throw', 'Fire Spin', 'Rock Polish', 'Psywave', 'Embargo', 'Rock Slide', 'Cosmic Power', 'Rock Slide', 'Psychic', 'Heal Block', 'Rock Slide', 'Stone Edge', 'Solar Beam', 'Explosion', 'Wonder Room', 'Ancient Power', 'Body Slam', 'Defense Curl', "Double'Edge", 'Dream Eater', 'Earth Power', 'Endure', 'Explosion', 'Gravity', 'Heat Wave', 'Helping Hand', 'Iron Defense', 'Iron Head', 'Magic Coat', 'Mimic', 'Pain Split', 'Psych Up', 'Recycle', 'Rock Slide', 'Rollout', "Self'Destruct", 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snore', 'Stealth Rock', 'Substitute', 'Swagger', 'Swift', 'Wonder Room', 'Zen Headbutt', 'Psyshock', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Light Screen', 'Protect', 'Telekinesis', 'Safeguard', 'Frustration', 'Solar Beam', 'Smack Down', 'Earthquake', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Reflect', 'Flamethrower', 'Sandstorm', 'Fire Blast', 'Rock Tomb', 'Facade', 'Secret Power', 'Rest', 'Round', 'Skill Swap', 'Overheat', 'Charge Beam', 'Incinerate', 'Endure', "Will'O'Wisp", 'Acrobatics', 'Embargo', 'Explosion', 'Recycle', 'Giga Impact', 'Rock Polish', 'Flash', 'Stone Edge', 'Gyro Ball', 'Stealth Rock', 'Psych Up', 'Bulldoze', 'Rock Slide', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Confide']
Spearow;['Flying', 'Normal'];['Keen Eye', 'Sniper'];LC;40;60;30;31;31;70;['Fearow'];['Peck', 'Growl', 'Leer', 'Pursuit', 'Fury Attack', 'Pursuit', 'Aerial Ace', 'Mirror Move', 'Drill Peck', 'Assurance', 'Agility', 'Focus Energy', 'Assurance', 'Roost', 'Drill Peck', 'Astonish', 'False Swipe', 'Feather Dance', 'Feint Attack', 'Quick Attack', 'Razor Wind', 'Scary Face', 'Sky Attack', 'Steel Wing', 'Tri Attack', 'Uproar', 'Whirlwind', 'Air Cutter', "Double'Edge", 'Drill Run', 'Endure', 'Heat Wave', 'Mimic', "Mud'Slap", 'Ominous Wind', 'Roost', 'Sky Attack', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Tailwind', 'Twister', 'Uproar', 'Curse', 'Razor Wind', 'Whirlwind', 'Work Up', 'Toxic', 'Hidden Power', 'Sunny Day', 'Snore', 'Protect', 'Endure', 'Rain Dance', 'Roost', 'Frustration', 'Return', "Mud'Slap", 'Take Down', "Double'Edge", 'Rage', 'Mimic', 'Double Team', 'Aerial Ace', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Bide', 'Swift', 'Detect', 'Sky Attack', 'Rest', 'Attract', 'Thief', 'Round', 'Echoed Voice', 'Steel Wing', 'Roost', 'Endure', 'Captivate', 'Sleep Talk', 'Natural Gift', 'False Swipe', 'Work Up', 'Fly', 'Swagger', 'Sleep Talk', 'Pluck', "U'turn", 'Substitute', 'Secret Power', 'Confide', 'Fly', 'Defog']
Spewpa;['Bug'];['Friend Guard', 'Shed Skin'];;45;22;60;27;30;29;['Vivillon'];['Protect', 'Protect', 'Harden', 'Protect', 'Tackle', 'String Shot', 'Stun Spore', 'Bug Bite', 'Poison Powder', 'Rage Powder', 'Stun Spore', 'Bug Bite', 'Electroweb', 'Iron Defense', 'Protect']
Spheal;['Ice', 'Water'];['Ice Body', 'Oblivious', 'Thick Fat'];LC;70;40;50;55;50;25;['Sealeo'];['Defense Curl', 'Powder Snow', 'Growl', 'Defense Curl', 'Water Gun', 'Rollout', 'Encore', 'Ice Ball', 'Body Slam', 'Brine', 'Aurora Beam', 'Body Slam', 'Rest', 'Snore', 'Hail', 'Rest', 'Snore', 'Blizzard', 'Sheer Cold', 'Aqua Ring', 'Belly Drum', 'Curse', 'Fissure', 'Rock Slide', 'Rollout', 'Signal Beam', 'Sleep Talk', 'Spit Up', 'Stockpile', 'Swallow', 'Water Pulse', 'Water Sport', 'Yawn', 'Aqua Tail', 'Body Slam', 'Defense Curl', 'Dive', "Double'Edge", 'Endure', 'Headbutt', 'Icy Wind', 'Iron Tail', 'Mimic', "Mud'Slap", 'Rock Slide', 'Rollout', 'Signal Beam', 'Sleep Talk', 'Snore', 'Substitute', 'Super Fang', 'Swagger', 'Water Pulse', 'Water Pulse', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Frustration', 'Iron Tail', 'Earthquake', 'Return', 'Double Team', 'Rock Tomb', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Brine', 'Endure', 'Captivate', 'Round', 'Echoed Voice', 'Bulldoze', 'Frost Breath', 'Rock Slide', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Secret Power', 'Rock Smash', 'Confide', 'Surf', 'Strength', 'Waterfall', 'Whirlpool', 'Rock Smash', 'Waterfall', 'Dive']
Spinarak;['Bug', 'Poison'];['Insomnia', 'Sniper', 'Swarm'];LC;40;60;40;40;40;30;['Ariados'];['Poison Sting', 'String Shot', 'Scary Face', 'Constrict', 'Leech Life', 'Absorb', 'Infestation', 'Scary Face', 'Night Shade', 'Leech Life', 'Shadow Sneak', 'Fury Swipes', 'Sucker Punch', 'Spider Web', 'Screech', 'Agility', 'Pin Missile', 'Psychic', 'Poison Jab', 'Cross Poison', 'Sticky Web', 'Toxic Thread', 'Baton Pass', 'Disable', 'Electroweb', 'Lunge', 'Megahorn', 'Night Slash', 'Poison Jab', 'Psybeam', 'Pursuit', 'Rage Powder', 'Signal Beam', 'Sonic Boom', 'Toxic Spikes', 'Twineedle', 'Body Slam', 'Bounce', 'Bug Bite', "Double'Edge", 'Electroweb', 'Endure', 'Foul Play', 'Giga Drain', 'Mimic', 'Signal Beam', 'Sleep Talk', 'Snore', 'String Shot', 'Substitute', 'Sucker Punch', 'Swagger', 'Curse', 'Hone Claws', 'Toxic', 'Venoshock', 'Hidden Power', 'Sunny Day', 'Snore', 'Protect', 'Giga Drain', 'Endure', 'Frustration', 'Solar Beam', 'Return', 'Leech Life', 'Dig', 'Psychic', 'Double Team', 'Swagger', 'Sleep Talk', 'Sludge Bomb', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Endure', 'Round', 'Flash', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Struggle Bug', "X'Scissor", 'Infestation', 'Poison Jab', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Confide']
Spinda;['Normal'];['Contrary', 'Own Tempo', 'Tangled Feet'];PU;60;60;60;60;60;60;[];['Tackle', 'Uproar', 'Copycat', 'Feint Attack', 'Psybeam', 'Hypnosis', 'Dizzy Punch', 'Sucker Punch', 'Teeter Dance', 'Uproar', 'Psych Up', "Double'Edge", 'Flail', 'Thrash', 'Assist', 'Baton Pass', 'Disable', 'Encore', 'Fake Out', 'Fake Tears', 'Guard Split', 'Icy Wind', 'Psycho Cut', 'Psycho Shift', 'Rapid Spin', 'Rock Slide', 'Role Play', 'Smelling Salts', 'Spotlight', 'Trick', 'Water Pulse', 'Wish', 'Body Slam', 'Counter', 'Covet', 'Defense Curl', "Double'Edge", 'Drain Punch', 'Dream Eater', 'Dynamic Punch', 'Endure', 'Fire Punch', 'Focus Punch', 'Headbutt', 'Helping Hand', 'Hyper Voice', 'Ice Punch', 'Icy Wind', 'Last Resort', 'Low Kick', 'Mega Kick', 'Mega Punch', 'Metronome', 'Mimic', "Mud'Slap", 'Nightmare', 'Psych Up', 'Recycle', 'Rock Slide', 'Role Play', 'Rollout', 'Seismic Toss', 'Shock Wave', 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Substitute', 'Sucker Punch', 'Swagger', 'Swift', 'Thunder Punch', 'Trick', 'Uproar', 'Water Pulse', 'Zen Headbutt', 'Work Up', 'Focus Punch', 'Water Pulse', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Protect', 'Rain Dance', 'Safeguard', 'Frustration', 'Return', 'Dig', 'Psychic', 'Shadow Ball', 'Brick Break', 'Double Team', 'Shock Wave', 'Rock Tomb', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Snatch', 'Fling', 'Retaliate', 'Endure', 'Drain Punch', 'Recycle', 'Flash', 'Psych Up', 'Captivate', 'Rock Slide', 'Work Up', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Wild Charge', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Strength', 'Flash', 'Rock Smash']
Spiritomb;['Dark', 'Ghost'];['Infiltrator', 'Pressure'];PU;50;92;108;92;108;35;[];['Curse', 'Pursuit', 'Confuse Ray', 'Spite', 'Shadow Sneak', 'Feint Attack', 'Hypnosis', 'Dream Eater', 'Ominous Wind', 'Sucker Punch', 'Nasty Plot', 'Memento', 'Dark Pulse', 'Captivate', 'Destiny Bond', 'Disable', 'Foul Play', 'Grudge', 'Imprison', 'Nightmare', 'Pain Split', 'Shadow Sneak', 'Smokescreen', 'Dark Pulse', 'Foul Play', 'Icy Wind', 'Ominous Wind', 'Pain Split', 'Shock Wave', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Sucker Punch', 'Trick', 'Uproar', 'Water Pulse', 'Wonder Room', 'Water Pulse', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Telekinesis', 'Frustration', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Shock Wave', 'Rock Tomb', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Snatch', 'Endure', 'Round', 'Quash', "Will'O'Wisp", 'Silver Wind', 'Embargo', 'Retaliate', 'Giga Impact', 'Flash', 'Psych Up', 'Infestation', 'Captivate', 'Dark Pulse', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Snarl', 'Dark Pulse', 'Confide']
Spoink;['Psychic'];['Gluttony', 'Own Tempo', 'Thick Fat'];LC;60;25;35;70;80;60;['Grumpig'];['Splash', 'Psywave', 'Odor Sleuth', 'Psybeam', 'Psych Up', 'Confuse Ray', 'Magic Coat', 'Psychic', 'Zen Headbutt', 'Power Gem', 'Rest', 'Snore', 'Power Gem', 'Psyshock', 'Payback', 'Psychic', 'Power Gem', 'Bounce', 'Amnesia', 'Endure', 'Extrasensory', 'Future Sight', 'Lucky Chant', 'Mirror Coat', 'Simple Beam', 'Skill Swap', 'Substitute', 'Trick', 'Whirlwind', 'Zen Headbutt', 'Body Slam', 'Bounce', 'Covet', "Double'Edge", 'Dream Eater', 'Endure', 'Headbutt', 'Heal Bell', 'Icy Wind', 'Iron Tail', 'Magic Coat', 'Mimic', 'Psych Up', 'Recycle', 'Role Play', 'Shock Wave', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snatch', 'Snore', 'Substitute', 'Swagger', 'Swift', 'Trick', 'Zen Headbutt', 'Psyshock', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Light Screen', 'Protect', 'Rain Dance', 'Telekinesis', 'Frustration', 'Iron Tail', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Reflect', 'Shock Wave', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Snatch', 'Charge Beam', 'Endure', 'Payback', 'Recycle', 'Flash', 'Thunder Wave', 'Psych Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Trick Room', 'Secret Power', 'Confide']
Spritzee;['Fairy'];['Aroma Veil', 'Healer'];LC;78;52;60;63;65;23;['Aromatisse'];['Sweet Scent', 'Fairy Wind', 'Sweet Kiss', 'Odor Sleuth', 'Echoed Voice', 'Calm Mind', 'Draining Kiss', 'Aromatherapy', 'Attract', 'Moonblast', 'Charm', 'Flail', 'Misty Terrain', 'Skill Swap', 'Psychic', 'Disarming Voice', 'Captivate', 'Disable', 'Nasty Plot', 'Refresh', 'Wish', 'After You', 'Covet', 'Endeavor', 'Heal Bell', 'Helping Hand', 'Magic Coat', 'Skill Swap', 'Snore', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Thunderbolt', 'Return', 'Psychic', 'Double Team', 'Reflect', 'Torment', 'Facade', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Energy Ball', 'Charge Beam', 'Flash', 'Gyro Ball', 'Psych Up', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Trick Room', 'Secret Power', 'Dazzling Gleam', 'Confide']
Squirtle;['Water'];['Rain Dish', 'Torrent'];LC;44;48;65;50;64;43;['Wartortle'];['Tackle', 'Tail Whip', 'Bubble', 'Water Gun', 'Withdraw', 'Water Gun', 'Bubble', 'Bite', 'Withdraw', 'Rapid Spin', 'Protect', 'Water Pulse', 'Aqua Tail', 'Skull Bash', 'Iron Defense', 'Rain Dance', 'Skull Bash', 'Hydro Pump', 'Aqua Jet', 'Aqua Ring', 'Aura Sphere', 'Brine', 'Confusion', 'Dragon Pulse', 'Fake Out', 'Flail', 'Foresight', 'Haze', 'Mirror Coat', 'Mist', 'Mud Sport', 'Muddy Water', 'Refresh', 'Water Spout', 'Yawn', 'Aqua Tail', 'Body Slam', 'Counter', 'Defense Curl', 'Dive', "Double'Edge", 'Dragon Pulse', 'Dynamic Punch', 'Endure', 'Focus Punch', 'Headbutt', 'Ice Beam', 'Ice Punch', 'Icy Wind', 'Iron Defense', 'Iron Tail', 'Mega Kick', 'Mega Punch', 'Mimic', "Mud'Slap", 'Rollout', 'Seismic Toss', 'Sleep Talk', 'Snore', 'Substitute', 'Swagger', 'Water Pledge', 'Water Pulse', 'Zen Headbutt', 'Work Up', 'Focus Punch', 'Water Pulse', 'Dynamic Punch', 'Headbutt', 'Curse', 'Rollout', 'Mega Punch', 'Mega Kick', 'Toxic', 'Rock Smash', 'Body Slam', 'Take Down', "Double'Edge", 'Bubble Beam', 'Water Gun', 'Hail', 'Hidden Power', 'Snore', 'Ice Beam', 'Blizzard', 'Submission', 'Counter', 'Seismic Toss', 'Rage', 'Icy Wind', 'Protect', 'Rain Dance', 'Endure', 'Frustration', 'Iron Tail', 'Return', 'Dig', 'Brick Break', "Mud'Slap", 'Mimic', 'Double Team', 'Rock Tomb', 'Ice Punch', 'Facade', 'Secret Power', 'Swagger', 'Sleep Talk', 'Defense Curl', 'Reflect', 'Bide', 'Skull Bash', 'Rest', 'Attract', 'Brine', 'Round', 'Scald', 'Fling', 'Endure', 'Gyro Ball', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Secret Power', 'Rock Smash', "Power'Up Punch", 'Confide', 'Surf', 'Strength', 'Waterfall', 'Whirlpool', 'Rock Smash', 'Waterfall', 'Dive']
Stakataka;['Rock', 'Steel'];['Beast Boost'];UU;61;131;211;53;101;13;[];['Protect', 'Tackle', 'Rock Slide', 'Stealth Rock', 'Bide', 'Take Down', 'Rock Throw', 'Autotomize', 'Iron Defense', 'Iron Head', 'Rock Blast', 'Wide Guard', "Double'Edge", 'Toxic', 'Hidden Power', 'Light Screen', 'Protect', 'Safeguard', 'Frustration', 'Smack Down', 'Earthquake', 'Return', 'Reflect', 'Sandstorm', 'Rock Tomb', 'Facade', 'Rest', 'Round', 'Brutal Swing', 'Giga Impact', 'Rock Polish', 'Stone Edge', 'Gyro Ball', 'Bulldoze', 'Rock Slide', 'Infestation', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Trick Room']
